id,role,version,category,file_path,expected,actual,exact_match,norm_exact_match,char_distance,expected_chars,cer,rtf,audio_duration_s,inference_time_s
teacher_055,teacher,standard,standard/teacher,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/teacher/teacher_055.wav,查询本学期我的授课课时。,查询 本学期 我 的 授课 课时,False,True,0,11,0.0,0.323,2.644,0.854
teacher_056,teacher,standard,standard/teacher,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/teacher/teacher_056.wav,生成本班学习情况简报。,生成 本班 学习 情况 警报,False,False,1,10,0.1,0.3271,2.463,0.8058
teacher_057,teacher,standard,standard/teacher,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/teacher/teacher_057.wav,帮我查一下这学期我的授课课时。,帮 我 查 一下 这 学期 我 的 授课 课时,False,True,0,14,0.0,0.2945,3.148,0.927
teacher_058,teacher,standard,standard/teacher,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/teacher/teacher_058.wav,我想生成本班学习情况简报。,我 想 生成 本班 学习 情况 警报,False,False,1,12,0.0833,0.321,2.872,0.9221
teacher_059,teacher,standard,standard/teacher,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/teacher/teacher_059.wav,生成七年级一班本周学习情况简报。,生成 七年级 一般 本周 学习 情况 简报,False,False,1,15,0.0667,0.26,3.474,0.9032
teacher_060,teacher,standard,standard/teacher,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/teacher/teacher_060.wav,生成班级简报。,生成 班级 警报,False,False,1,6,0.1667,0.3879,1.453,0.5637
staff_001,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_001.wav,打开我的办公工作台。,打开 我 的 办公 工作台,False,True,0,9,0.0,0.3734,1.944,0.726
staff_002,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_002.wav,返回教职工服务首页。,返回 教职工 服务 首页,False,True,0,9,0.0,0.3579,2.013,0.7204
staff_003,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_003.wav,帮我打开办公工作台。,帮 我 打开 办公 工作台,False,True,0,9,0.0,0.382,2.045,0.7811
staff_004,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_004.wav,我想回到教职工服务首页。,我 想 回到 教职工 服务 首页,False,True,0,11,0.0,0.3315,2.35,0.7791
staff_005,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_005.wav,切到后勤办公工作台首页。,到 后勤 办公 工作台 首页,False,False,1,11,0.0909,0.3832,2.56,0.9811
staff_006,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_006.wav,打开办公台。,打开 办公 台,False,True,0,5,0.0,0.5681,1.213,0.689
staff_007,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_007.wav,查看今天我的待办事项。,查看 今天 我 的 待办 事项,False,True,0,10,0.0,0.3276,2.238,0.7332
staff_008,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_008.wav,查询我提交的审批进度。,查询 我 提交 的 审批 进度,False,True,0,10,0.0,0.3544,2.156,0.7643
staff_009,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_009.wav,帮我看一下今天我的待办。,帮 我 看一下 今天 我 的 代办,False,False,1,11,0.0909,0.3711,2.265,0.8406
staff_010,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_010.wav,我想查一下我提交的审批进度。,我 想 查 一下 我 提交 的 审批 进度,False,True,0,13,0.0,0.2935,2.745,0.8056
staff_011,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_011.wav,查一下设备采购审批的处理进度。,查 一下 设备 采购 审批 的 处理 进度,False,True,0,14,0.0,0.2895,2.888,0.836
staff_012,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_012.wav,看审批进度。,看 审批 进度,False,True,0,5,0.0,0.5615,1.119,0.6284
staff_013,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_013.wav,打开请假申请页面。,打开 请假 申请 页面,False,True,0,8,0.0,0.4281,2.014,0.8622
staff_014,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_014.wav,提交今天下午的请假申请。,提交 今天下午 的 请假 申请,False,True,0,11,0.0,0.3095,2.582,0.7989
staff_015,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_015.wav,帮我打开请假申请页面。,帮 我 打开 请假 申请 页面,False,True,0,10,0.0,0.3608,2.416,0.8718
staff_016,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_016.wav,我想提交今天下午的请假申请。,我 想 提交 今天下午 的 请假 申请,False,True,0,13,0.0,0.2859,3.035,0.8678
staff_017,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_017.wav,提交明天下午两点到五点的请假申请。,提交 明天下午 两点 到 五点 的 请假 申请,False,True,0,16,0.0,0.2529,3.638,0.9202
staff_018,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_018.wav,提请假申请。,提请 假 深情,False,False,2,5,0.4,0.5295,1.293,0.6846
staff_019,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_019.wav,查看本月我的考勤记录。,查看 本 说 我 的 考勤 记录,False,False,1,10,0.1,0.3476,2.133,0.7415
staff_020,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_020.wav,查询本周我的值班安排。,查询 本周 我 的 值班 安排,False,True,0,10,0.0,0.3841,2.226,0.8551
staff_021,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_021.wav,帮我看一下这个月我的考勤记录。,帮 我 看一下 这个 说 我 的 考勤 记录,False,False,1,14,0.0714,0.3273,2.695,0.882
staff_022,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_022.wav,我想查一下这周我的值班安排。,我 想 查 一下 这 周 我 的 值班 安排,False,True,0,13,0.0,0.277,2.803,0.7764
staff_023,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_023.wav,看一下周三下午的值班安排。,看一下 周三 下午 的 值班 安排,False,True,0,12,0.0,0.349,2.501,0.8727
staff_024,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_024.wav,看我的考勤。,看我 的 考勤,False,True,0,5,0.0,0.5578,1.142,0.6372
staff_025,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_025.wav,打开校园通知公告列表。,打开 校园 通知 公告 列表,False,True,0,10,0.0,0.3617,2.258,0.8166
staff_026,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_026.wav,查看最新一条学校通知。,查看 最新 一条 学校 通知,False,True,0,10,0.0,0.2999,2.447,0.7338
staff_027,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_027.wav,帮我打开学校通知列表。,帮 我 打开 学校 通知 列表,False,True,0,10,0.0,0.3723,2.3,0.8563
staff_028,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_028.wav,我想看一下最新一条学校通知。,我 想 看一下 最新 一条 学校 通知,False,True,0,13,0.0,0.266,2.965,0.7886
staff_029,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_029.wav,打开后勤处本周的通知公告列表。,打开 后勤 处 本周 的 通知 公告 列表,False,True,0,14,0.0,0.3079,3.059,0.9419
staff_030,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_030.wav,看学校通知。,看 学校 冲击,False,False,2,5,0.4,0.4831,1.27,0.6136
staff_031,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_031.wav,查询会议室预约情况。,查询 会议室 预约 情况,False,True,0,9,0.0,0.373,2.075,0.774
staff_032,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_032.wav,预约明天下午三点的会议室。,你 说 明天 下午 三点 的 会议室,False,False,2,12,0.1667,0.3533,2.512,0.8874
staff_033,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_033.wav,帮我查一下会议室预约情况。,帮 我 查 一下 会议室 预约 情况,False,True,0,12,0.0,0.3624,2.579,0.9345
staff_034,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_034.wav,我想预约明天下午三点的会议室。,我 想 预约 明天 下午 三点 的 会议室,False,True,0,14,0.0,0.3082,2.942,0.9066
staff_035,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_035.wav,预约行政楼三楼第一会议室明天下午三点。,预约 行政 楼 三楼 的 一 会议室 明天 下午 三点,False,False,1,18,0.0556,0.2922,4.01,1.1715
staff_036,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_036.wav,订会议室。,并 会议室,False,False,1,4,0.25,0.5767,0.888,0.512
staff_037,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_037.wav,打开设备报修页面。,打开 设备 报修 页面,False,True,0,8,0.0,0.449,1.805,0.8105
staff_038,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_038.wav,提交办公室打印机报修申请。,提交 办公室 打印机 保修 申请,False,False,1,12,0.0833,0.2958,2.686,0.7945
staff_039,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_039.wav,帮我打开设备报修页面。,帮 我 打开 设备 报修 页面,False,True,0,10,0.0,0.3841,2.207,0.8479
staff_040,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_040.wav,我想提交办公室打印机报修申请。,我 想 提交 办公室 打印机 保修 申请,False,False,1,14,0.0714,0.2866,3.139,0.8999
staff_041,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_041.wav,提交行政楼二楼办公室打印机报修申请。,提交 行政 楼 二 楼 办公室 打印机 保修 申请,False,False,1,17,0.0588,0.23,3.731,0.8579
staff_042,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_042.wav,提报修。,题 保修,False,False,2,3,0.6667,0.582,0.794,0.4619
staff_043,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_043.wav,查看我的报修处理进度。,查看 我 的 报修 处理 进度,False,True,0,10,0.0,0.3315,2.11,0.6994
staff_044,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_044.wav,查询本周食堂用餐安排。,查询 本周 食堂 用餐 安排,False,True,0,10,0.0,0.3247,2.482,0.8058
staff_045,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_045.wav,帮我看一下我的报修处理进度。,帮 我 看一下 我 的 报修 处理 进度,False,True,0,13,0.0,0.3402,2.544,0.8654
staff_046,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_046.wav,我想查一下这周食堂用餐安排。,我 想 查 一下 这 周 食堂 用餐 安排,False,True,0,13,0.0,0.2835,3.058,0.867
staff_047,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_047.wav,看一下周五中午的食堂用餐安排。,看一下 周五 中午 的 食堂 用餐 安排,False,True,0,14,0.0,0.3165,2.919,0.9237
staff_048,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_048.wav,看食堂安排。,看 食堂 安排,False,True,0,5,0.0,0.4962,1.27,0.6302
staff_049,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_049.wav,打开工资条查询页面。,打开 工资条 查询 页面,False,True,0,9,0.0,0.3581,2.177,0.7795
staff_050,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_050.wav,查看本月工资发放情况。,查看 本 月 工资 发放 情况,False,True,0,10,0.0,0.3279,2.354,0.7719
staff_051,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_051.wav,帮我打开工资条查询页面。,帮 我 打开 工资条 查询 页面,False,True,0,11,0.0,0.3363,2.579,0.8673
staff_052,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_052.wav,我想看一下本月工资发放情况。,我 想 看一下 本月 工资 发放 情况,False,True,0,13,0.0,0.3032,2.849,0.8639
staff_053,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_053.wav,查询四月份工资发放情况。,查询 四月份 工资 发放 情况,False,True,0,11,0.0,0.3157,2.656,0.8384
staff_054,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_054.wav,看工资条。,看 工资条,False,True,0,4,0.0,0.4671,0.992,0.4631
staff_055,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_055.wav,查询我的培训学习任务。,查询 我 的 培训 学习 任务,False,True,0,10,0.0,0.3234,2.307,0.7462
staff_056,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_056.wav,打开教职工通讯录。,打开 教职工 通讯录,False,True,0,8,0.0,0.4527,1.747,0.7908
staff_057,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_057.wav,帮我查一下我的培训学习任务。,帮 我 查 一下 我 的 培训 学习 任务,False,True,0,13,0.0,0.309,2.834,0.8758
staff_058,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_058.wav,我想打开教职工通讯录。,我 想 打开 教职工 通讯录,False,True,0,10,0.0,0.3689,2.199,0.8111
staff_059,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_059.wav,打开后勤处教职工通讯录。,打开 后勤 处 教职工 通讯录,False,True,0,11,0.0,0.3326,2.525,0.8398
staff_060,staff,standard,standard/staff,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/standard/staff/staff_060.wav,看培训任务。,看 培训 任务,False,True,0,5,0.0,0.5079,1.235,0.6274
principal_001,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_001.wav,打开学校今日运行数据大屏。,打开 学校 今日 运行 数据 大屏,False,True,0,12,0.0,0.3229,2.942,0.9498
principal_002,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_002.wav,切换到校长驾驶舱首页。,切换 到 校长 驾驶舱 首页,False,True,0,10,0.0,0.3233,2.548,0.8237
principal_003,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_003.wav,帮我打开学校运行总览。,帮 我 打开 学校 运行 总揽,False,False,1,10,0.1,0.3419,2.45,0.8375
principal_004,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_004.wav,我想看一下今天的学校整体情况。,我 想 看一下 今天 的 学校 整体 情况,False,True,0,14,0.0,0.2748,3.243,0.8911
principal_005,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_005.wav,打开校长驾驶舱里的学校运行总览页。,打开 校长 驾驶舱 里 的 学校 运行 总揽 也,False,False,2,16,0.125,0.2624,3.743,0.982
principal_006,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_006.wav,看学校总览。,看 学校 总揽,False,False,1,5,0.2,0.4693,1.304,0.6121
principal_007,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_007.wav,查看今天全校学生到校情况。,查看 今天 全校 学生 到校 情况,False,True,0,12,0.0,0.2633,3.282,0.8643
principal_008,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_008.wav,查询本周各年级学生出勤率。,查询 本周 个 年级 学生 出勤率,False,False,1,12,0.0833,0.3001,2.783,0.8353
principal_009,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_009.wav,帮我看一下今天全校到校情况。,帮 我 看一下 今天 全校 到校 情况,False,True,0,13,0.0,0.3014,3.228,0.9728
principal_010,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_010.wav,我想查一下这周各年级的出勤率。,我 想 查 一下 这 周 个 年级 的 出勤率,False,False,1,14,0.0714,0.2889,2.976,0.8599
principal_011,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_011.wav,查一下七年级和八年级今天的到校情况。,查 一下 七年级 和 八年级 今天 的 到校 情况,False,True,0,17,0.0,0.2549,3.932,1.0023
principal_012,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_012.wav,看今天到校。,看 今天 到校,False,True,0,5,0.0,0.5082,1.293,0.657
principal_013,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_013.wav,查看本月教师考勤异常统计。,查看 本月 教师 考勤 异常 统计,False,True,0,12,0.0,0.2895,2.899,0.8392
principal_014,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_014.wav,查询本月教师授课课时统计。,查询 本月 教师 授课 时 统计,False,False,1,12,0.0833,0.2817,2.945,0.8296
principal_015,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_015.wav,帮我看一下这个月教师考勤异常。,帮 我 看一下 这个 说 教师 考勤 异常,False,False,1,14,0.0714,0.2996,3.123,0.9358
principal_016,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_016.wav,我想查查本学期教师的授课课时。,我 想 查查 本学期 教师 的 授课 课时,False,True,0,14,0.0,0.2525,3.464,0.8746
principal_017,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_017.wav,看一下语文组和数学组教师本月考勤异常统计。,看一下 语文 组合 数学 组 教师 本月 考勤 异常 统计,False,False,1,20,0.05,0.214,4.485,0.9597
principal_018,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_018.wav,查教师考勤异常。,查 教师 考勤 异常,False,True,0,7,0.0,0.4137,1.854,0.767
principal_019,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_019.wav,打开学校教学质量分析报表。,打开 学校 教学 质量 分析 报表,False,True,0,12,0.0,0.306,3.0,0.918
principal_020,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_020.wav,查看各年级最近一次考试平均分。,查看 个 年级 最近 一次 考试 平均分,False,False,1,14,0.0714,0.2664,3.352,0.8928
principal_021,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_021.wav,帮我打开教学质量分析。,帮 我 打开 教学 质量 分析,False,True,0,10,0.0,0.3389,2.368,0.8027
principal_022,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_022.wav,我想看一下最近一次考试的年级平均分。,我 想 看一下 最近 一次 考试 的 年级 平均分,False,True,0,17,0.0,0.2427,3.765,0.9139
principal_023,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_023.wav,把七年级和八年级最近一次考试平均分对比一下。,那 七年级 和 八年级 最近 一次 考试 平均分 对比 一下,False,False,1,21,0.0476,0.2387,4.702,1.1226
principal_024,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_024.wav,看成绩分析。,看 成绩 分析,False,True,0,5,0.0,0.3389,1.293,0.4381
principal_025,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_025.wav,查看学校本月安全巡检情况。,查看 学校 本月 安全 巡检 情况,False,True,0,12,0.0,0.2734,3.131,0.8562
principal_026,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_026.wav,查看本周学生违纪情况汇总。,查看 本周 学生 违纪 情况 汇总,False,True,0,12,0.0,0.2799,2.945,0.8243
principal_027,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_027.wav,帮我看一下这个月学校安全巡检情况。,帮 我 看一下 这个 说 学校 安全 巡检 情况,False,False,1,16,0.0625,0.2568,3.727,0.9568
principal_028,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_028.wav,我想查一下这周学生违纪汇总。,我 想 查 一下 这 周 学生 违纪 汇总,False,True,0,13,0.0,0.2785,3.022,0.8418
principal_029,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_029.wav,教学楼A栋这周的安全巡检情况怎么样。,教学楼 啊 动 这 周 的 安全 巡检 情况 怎么样,False,False,2,17,0.1176,0.2401,4.057,0.9741
principal_030,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_030.wav,看安全巡检。,看 安全 巡检,False,True,0,5,0.0,0.4398,1.397,0.6144
principal_031,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_031.wav,查询今天校园设备运行状态。,查询 今天 校园 设备 运行 状态,False,True,0,12,0.0,0.2598,3.096,0.8046
principal_032,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_032.wav,查看学校食堂今日用餐统计。,查看 学校 食堂 今日 用餐 统计,False,True,0,12,0.0,0.287,2.992,0.8586
principal_033,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_033.wav,帮我查一下今天校园设备运行情况。,帮 我 查 一下 今天 校园 设备 运行 情况,False,True,0,15,0.0,0.2582,3.68,0.9504
principal_034,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_034.wav,我想看一下今天食堂用餐统计。,我 想 看一下 今天 食堂 用餐 统计,False,True,0,13,0.0,0.2904,3.069,0.8911
principal_035,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_035.wav,看一下图书馆和实验楼的设备运行状态。,看一下 图书馆 和 实验楼 的 设备 运行 状态,False,True,0,17,0.0,0.2588,3.742,0.9684
principal_036,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_036.wav,查设备状态。,查 设备 状态,False,True,0,5,0.0,0.5047,1.239,0.6251
principal_037,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_037.wav,打开德育管理统计大屏。,打开 德语 管理 统计 大屏,False,False,1,10,0.1,0.3684,2.268,0.8355
principal_038,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_038.wav,查看各班级综合评价排名。,查看 个 班级 综合 评价 排名,False,False,1,11,0.0909,0.3013,2.748,0.828
principal_039,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_039.wav,帮我打开德育管理统计大屏。,帮 我 打开 德育 管理 统计 大屏,False,True,0,12,0.0,0.3346,2.682,0.8974
principal_040,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_040.wav,我想看一下各班综合评价排名。,我 想 看一下 个 班 综合 评价 排名,False,False,1,13,0.0769,0.2991,3.057,0.9143
principal_041,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_041.wav,查一下七年级一班和七年级二班的综合评价排名。,查 一下 七年级 一般 和 七年级 二 班 的 综合 评价 排名,False,False,1,21,0.0476,0.2137,4.768,1.0188
principal_042,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_042.wav,看德育统计。,看 得 与 统计,False,False,2,5,0.4,0.5256,1.107,0.5818
principal_043,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_043.wav,打开学校招生数据分析页面。,打开 学校 招生 数据 分析 页面,False,True,0,12,0.0,0.3087,2.884,0.8901
principal_044,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_044.wav,查询本学期学生流失预警名单。,查询 本学期 学生 流失 预警 名单,False,True,0,13,0.0,0.2533,3.259,0.8255
principal_045,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_045.wav,帮我打开招生数据分析。,帮 我 打开 招生 数据 分析,False,True,0,10,0.0,0.3596,2.31,0.8308
principal_046,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_046.wav,我想查一下这学期学生流失预警。,我 想 查 一下 这 学期 学生 流失 预警,False,True,0,14,0.0,0.2546,3.359,0.8553
principal_047,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_047.wav,看一下一年级新生招生数据分析页面。,看一下 一年级 新生 招生 数据 分析 页面,False,True,0,16,0.0,0.2547,3.626,0.9235
principal_048,principal,humanized,humanized/principal,/Users/lixiaofeng/Workspace/personal/flowrium-voice/audio/humanized/principal/principal_048.wav,看招生分析。,看 招生 分析,False,True,0,5,0.0,0.3696,1.281,0.4735
